model_id,model_name,model_family,developer,release_date,context_window_tokens,mode,sources_found_in,canonical_model_id_litellm,canonical_model_id_openrouter,canonical_model_id_modelsdev,dedup_confidence,dedup_notes,avg_agentic_coding_score,avg_reasoning_chat_score
meta-llama3-2-1b-instruct-v1,Llama 3.2 1B Instruct,llama,,2024-09-25,4096.0,chat,"litellm,modelsdev",meta.llama3-2-1b-instruct-v1:0,,meta.llama3-2-1b-instruct-v1:0,high,,,
meta-llama3-2-3b-instruct-v1,Llama 3.2 3B Instruct,llama,,2024-09-25,4096.0,chat,"litellm,modelsdev",meta.llama3-2-3b-instruct-v1:0,,meta.llama3-2-3b-instruct-v1:0,high,,,
meta-llama3-2-90b-instruct-v1,Llama 3.2 90B Instruct,llama,,2024-09-25,4096.0,chat,"litellm,modelsdev",meta.llama3-2-90b-instruct-v1:0,,meta.llama3-2-90b-instruct-v1:0,high,,,
meta-llama3-3-70b-instruct-v1,Llama 3.3 70B Instruct,llama,,2024-12-06,4096.0,chat,"litellm,modelsdev",meta.llama3-3-70b-instruct-v1:0,,meta.llama3-3-70b-instruct-v1:0,high,,,
meta-llama3-70b-instruct,Llama3 70b Instruct,llama,meta,2024-04-17,128000.0,chat,modelsdev,,,meta/llama3-70b-instruct,high,,,
meta-llama3-70b-instruct-v1,meta-llama3-70b-instruct-v1,llama,,,8192.0,chat,litellm,meta.llama3-70b-instruct-v1:0,,,high,,,
meta-llama3-8b-instruct,Llama3 8b Instruct,llama,meta,2024-04-17,128000.0,chat,modelsdev,,,meta/llama3-8b-instruct,high,,,
meta-llama3-8b-instruct-v1,meta-llama3-8b-instruct-v1,llama,,,8192.0,chat,litellm,meta.llama3-8b-instruct-v1:0,,,high,,,
meta-llama4-maverick-17b-instruct-v1,Llama 4 Maverick 17B Instruct,llama,,2025-04-05,4096.0,chat,"litellm,modelsdev",meta.llama4-maverick-17b-instruct-v1:0,,meta.llama4-maverick-17b-instruct-v1:0,high,,,
meta-llama4-scout-17b-instruct-v1,Llama 4 Scout 17B Instruct,llama,,2025-04-05,4096.0,chat,"litellm,modelsdev",meta.llama4-scout-17b-instruct-v1:0,,meta.llama4-scout-17b-instruct-v1:0,high,,,
meta-meta-llama-3-1-405b-instruct,Meta-Llama-3.1-405B-Instruct,llama,meta,2024-07-23,128000.0,chat,modelsdev,,,meta/meta-llama-3.1-405b-instruct,high,,,
meta-meta-llama-3-1-70b-instruct,Meta-Llama-3.1-70B-Instruct,llama,meta,2024-07-23,128000.0,chat,modelsdev,,,meta/meta-llama-3.1-70b-instruct,high,,,
meta-meta-llama-3-1-8b-instruct,Meta-Llama-3.1-8B-Instruct,llama,meta,2024-07-23,128000.0,chat,modelsdev,,,meta/meta-llama-3.1-8b-instruct,high,,,
meta-meta-llama-3-70b-instruct,Meta-Llama-3-70B-Instruct,llama,meta,2024-04-18,8192.0,chat,modelsdev,,,meta/meta-llama-3-70b-instruct,high,,,
meta-meta-llama-3-8b-instruct,Meta-Llama-3-8B-Instruct,llama,meta,2024-04-18,8192.0,chat,modelsdev,,,meta/meta-llama-3-8b-instruct,high,,,
microsoft-mai-ds-r1,MAI DS R1 (free),,microsoft,2025-04-21,163840.0,chat,modelsdev,,,microsoft/mai-ds-r1:free,high,,,
microsoft-mai-ds-r1-fp8,Microsoft DeepSeek R1,deepseek,microsoft,2025-09-25,128000.0,chat,modelsdev,,,microsoft/MAI-DS-R1-FP8,high,,,
microsoft-phi-3-5-mini-instruct,Phi-3.5-mini instruct (128k),,microsoft,2024-08-20,128000.0,chat,modelsdev,,,microsoft/phi-3.5-mini-instruct,high,,,
microsoft-phi-3-5-moe-instruct,Phi 3.5 Moe Instruct,,microsoft,2024-08-17,128000.0,chat,modelsdev,,,microsoft/phi-3.5-moe-instruct,high,,,
microsoft-phi-3-5-vision-instruct,Phi 3.5 Vision Instruct,,microsoft,2024-08-16,128000.0,chat,modelsdev,,,microsoft/phi-3.5-vision-instruct,high,,,
microsoft-phi-3-medium-128k-instruct,Phi 3 Medium 128k Instruct,,microsoft,2024-05-07,128000.0,chat,modelsdev,,,microsoft/phi-3-medium-128k-instruct,high,,,
microsoft-phi-3-medium-4k-instruct,Phi 3 Medium 4k Instruct,,microsoft,2024-05-07,4000.0,chat,modelsdev,,,microsoft/phi-3-medium-4k-instruct,high,,,
microsoft-phi-3-mini-128k-instruct,Phi-3-mini instruct (128k),,microsoft,2024-04-23,128000.0,chat,modelsdev,,,microsoft/phi-3-mini-128k-instruct,high,,,
microsoft-phi-3-mini-4k-instruct,Phi-3-mini instruct (4k),,microsoft,2024-04-23,4096.0,chat,modelsdev,,,microsoft/phi-3-mini-4k-instruct,high,,,
microsoft-phi-3-small-128k-instruct,Phi 3 Small 128k Instruct,,microsoft,2024-05-07,128000.0,chat,modelsdev,,,microsoft/phi-3-small-128k-instruct,high,,,
microsoft-phi-3-small-8k-instruct,Phi 3 Small 8k Instruct,,microsoft,2024-05-07,8000.0,chat,modelsdev,,,microsoft/phi-3-small-8k-instruct,high,,,
microsoft-phi-3-vision-128k-instruct,Phi 3 Vision 128k Instruct,,microsoft,2024-05-19,128000.0,chat,modelsdev,,,microsoft/phi-3-vision-128k-instruct,high,,,
microsoft-phi-4,Microsoft: Phi 4,,deepinfra,2024-12-11,16384.0,chat,"litellm,openrouter,modelsdev",deepinfra/microsoft/phi-4,microsoft/phi-4,microsoft/phi-4,high,,,
microsoft-phi-4-mini-instruct,Phi-4-Mini,,microsoft,2024-12-01,131072.0,chat,modelsdev,,,microsoft/phi-4-mini-instruct,high,,,
microsoft-phi-4-mini-reasoning,Phi-4-mini-reasoning,,microsoft,2024-12-11,128000.0,chat,modelsdev,,,microsoft/phi-4-mini-reasoning,high,,,
microsoft-phi-4-multimodal-instruct,Phi-4 15B,,microsoft,2025-01-01,32000.0,chat,modelsdev,,,microsoft/Phi-4-multimodal-instruct,high,,,
microsoft-phi-4-reasoning,Phi-4-Reasoning,,microsoft,2024-12-11,128000.0,chat,modelsdev,,,microsoft/phi-4-reasoning,high,,,
microsoft-wizardlm-2-8x22b,WizardLM-2 8x22B,,deepinfra,2024-04-24,65536.0,chat,"litellm,openrouter,modelsdev",deepinfra/microsoft/WizardLM-2-8x22B,microsoft/wizardlm-2-8x22b,microsoft/wizardlm-2-8x22b,high,,,
mimo-v2-flash,MiMo-V2-Flash,,,2025-12-16,256000.0,chat,modelsdev,,,mimo-v2-flash,high,,,
mimo-v2-flash-free,MiMo V2 Flash Free,,,2025-12-16,262144.0,chat,modelsdev,,,mimo-v2-flash-free,high,,,
minimax-m1,MiniMax M1,,,2025-08-05,1000000.0,chat,modelsdev,,,MiniMax-M1,high,,,
minimax-m2,minimax-m2,,,2025-10-23,204800.0,chat,modelsdev,,,minimax-m2,high,,,
minimax-m2-1,minimax-m2.1,,,2025-12-23,204800.0,chat,modelsdev,,,minimax-m2.1,high,,,
minimax-m2-1-free,MiniMax M2.1 Free,,,2025-12-23,204800.0,chat,modelsdev,,,minimax-m2.1-free,high,,,
minimax-m2-5,MiniMax-M2.5,,,2026-02-12,196608.0,chat,modelsdev,,,MiniMax-M2.5,high,,,
minimax-m2-5-free,MiniMax M2.5 Free,,,2026-02-12,204800.0,chat,modelsdev,,,minimax-m2.5-free,high,,,
minimax-m2-5-highspeed,MiniMax-M2.5-highspeed,,,2026-02-13,204800.0,chat,modelsdev,,,MiniMax-M2.5-highspeed,high,,,
minimax-m21,MiniMax M2.1,,,2025-12-01,198000.0,chat,modelsdev,,,minimax-m21,high,,,
minimax-m25,MiniMax M2.5,,,2026-02-12,198000.0,chat,modelsdev,,,minimax-m25,high,,,
minimax-minimax-01,MiniMax: MiniMax-01,,minimax,2025-01-15,1000192.0,chat,"openrouter,modelsdev",,minimax/minimax-01,minimax/minimax-01,high,,,
minimax-minimax-m1,MiniMax: MiniMax M1,,minimax,2025-06-17,1000000.0,chat,"openrouter,modelsdev",,minimax/minimax-m1,minimax/minimax-m1,high,,,
minimax-minimax-m2,MiniMax: MiniMax M2,,,2025-10-27,8192.0,chat,"litellm,openrouter,modelsdev",minimax.minimax-m2,minimax/minimax-m2,minimax/minimax-m2,high,,,
minimax-minimax-m2-1,MiniMax: MiniMax M2.1,,,2025-12-22,8192.0,chat,"litellm,openrouter,modelsdev",minimax.minimax-m2.1,minimax/minimax-m2.1,minimax/minimax-m2.1,high,,,
minimax-minimax-m2-1-lightning,MiniMax M2.1 Lightning,,minimax,2025-10-27,204800.0,chat,"litellm,modelsdev",minimax/MiniMax-M2.1-lightning,,minimax/minimax-m2.1-lightning,high,,,
minimax-minimax-m2-5,MiniMax: MiniMax M2.5 (free),,minimax,2026-02-13,65536.0,chat,"litellm,openrouter,modelsdev",minimax/MiniMax-M2.5,minimax/minimax-m2.5:free,minimax/minimax-m2.5,high,,,
minimax-minimax-m2-5-highspeed,Minimax/Minimax-M2.5 Highspeed,,minimax,2026-02-14,204800.0,chat,modelsdev,,,minimax/minimax-m2.5-highspeed,high,,,
minimax-minimax-m2-5-lightning,MiniMax M2.5 highspeed,,minimax,2026-02-13,204800.0,chat,"litellm,modelsdev",minimax/MiniMax-M2.5-lightning,,minimax/minimax-m2.5-lightning,high,,,
minimax-minimax-m2-her,MiniMax: MiniMax M2-her,,minimax,2026-01-23,65536.0,chat,"openrouter,modelsdev",,minimax/minimax-m2-her,minimax/minimax-m2-her,high,,,
minimax-speech-02-hd,minimax-speech-02-hd,,minimax,,,audio_speech,litellm,minimax/speech-02-hd,,,high,,,
minimax-speech-02-turbo,minimax-speech-02-turbo,,minimax,,,audio_speech,litellm,minimax/speech-02-turbo,,,high,,,
minimax-speech-2-6-hd,minimax-speech-2-6-hd,,minimax,,,audio_speech,litellm,minimax/speech-2.6-hd,,,high,,,
minimax-speech-2-6-turbo,minimax-speech-2-6-turbo,,minimax,,,audio_speech,litellm,minimax/speech-2.6-turbo,,,high,,,
minimaxai-2-minimax-m1-80k,MiniMax M1 80K,,MiniMaxAI 2,2025-06-16,1000000.0,chat,modelsdev,,,MiniMaxAI 2/MiniMax-M1-80k,high,,,
minimaxai-chat-completion-models-minimax-m2-5-high-throughput,MiniMax-M2.5 High Throughput,,minimaxai,2026-02-12,204800.0,chat,modelsdev,,,minimaxai/chat-completion/models/MiniMax-M2_5-high-throughput,high,,,
minimaxai-minimax-m1-80k,MiniMax M1,,minimaxai,2025-06-17,1000000.0,chat,modelsdev,,,minimaxai/minimax-m1-80k,high,,,
minimaxai-minimax-m2,MiniMax M2,,MiniMaxAI,2025-11-13,262144.0,chat,modelsdev,,,MiniMaxAI/MiniMax-M2,high,,,
minimaxai-minimax-m2-1,MiniMax-M2.1,,minimaxai,2025-12-23,204800.0,chat,modelsdev,,,minimaxai/minimax-m2.1,high,,,
minimaxai-minimax-m2-1-tee,MiniMax M2.1 TEE,,MiniMaxAI,2025-12-29,196608.0,chat,modelsdev,,,MiniMaxAI/MiniMax-M2.1-TEE,high,,,
minimaxai-minimax-m2-5,MiniMax-M2.5,,minimaxai,2026-02-12,204800.0,chat,modelsdev,,,minimaxai/minimax-m2.5,high,,,
minimaxai-minimax-m2-5-tee,MiniMax M2.5 TEE,,MiniMaxAI,2026-02-15,196608.0,chat,modelsdev,,,MiniMaxAI/MiniMax-M2.5-TEE,high,,,
ministral-14b-2512,Mistral: Ministral 3 14B 2512,,mistralai,2025-12-16,262144.0,chat,"openrouter,modelsdev",,mistralai/ministral-14b-2512,ministral-14b-2512,high,,,
ministral-14b-instruct-2512,Ministral 3 14B Instruct 2512,,mistralai,2025-12-01,262144.0,chat,modelsdev,,,mistralai/ministral-14b-instruct-2512,high,,,
ministral-3,ministral-3:8b,,,2024-12-01,262144.0,chat,modelsdev,,,ministral-3:8b,high,,,
ministral-3b,Ministral 3B,,,2024-10-22,128000.0,chat,modelsdev,,,ministral-3b,high,multiple versioned variants exist for this family,,
ministral-3b-2512,Mistral: Ministral 3 3B 2512,,mistralai,2025-12-02,131072.0,chat,"openrouter,modelsdev",,mistralai/ministral-3b-2512,mistralai/ministral-3b-2512,high,,,
ministral-3b-latest,Ministral 3B (latest),,,2024-10-01,128000.0,chat,modelsdev,,,ministral-3b-latest,medium,includes a 'latest' alias; mapping may change over time,,
ministral-8b-2512,Mistral: Ministral 3 8B 2512,,mistralai,2025-12-02,262144.0,chat,"openrouter,modelsdev",,mistralai/ministral-8b-2512,mistralai/ministral-8b-2512,high,,,
ministral-8b-latest,Ministral 8B (latest),,,2024-10-01,128000.0,chat,modelsdev,,,ministral-8b-latest,medium,includes a 'latest' alias; mapping may change over time,,
miromind-ai-mirothinker-v1-5-235b,MiroThinker v1.5 235B,,miromind-ai,2026-01-07,32768.0,chat,modelsdev,,,miromind-ai/mirothinker-v1.5-235b,high,,,
mistral-31-24b,Venice Medium,,,2025-03-18,128000.0,chat,modelsdev,,,mistral-31-24b,high,,,
mistral-7b-instruct,Mistral 7B Instruct (free),,perplexity,2024-05-27,4096.0,chat,"litellm,modelsdev",perplexity/mistral-7b-instruct,,mistralai/mistral-7b-instruct:free,high,,,
mistral-7b-instruct-v0-1,Mistral: Mistral 7B Instruct v0.1,,mistralai,2025-04-03,2824.0,chat,"openrouter,modelsdev",,mistralai/mistral-7b-instruct-v0.1,mistralai/mistral-7b-instruct-v0.1,high,,,
mistral-7b-instruct-v0-3,Mistral-7B-Instruct-v0.3,,,2025-04-01,65536.0,chat,modelsdev,,,mistral-7b-instruct-v0.3,high,,,
mistral-ai-codestral-2501,Codestral 25.01,,mistral-ai,2025-01-01,32000.0,chat,modelsdev,,,mistral-ai/codestral-2501,high,,,
mistral-ai-ministral-3b,Ministral 3B,,mistral-ai,2024-10-22,128000.0,chat,modelsdev,,,mistral-ai/ministral-3b,high,,,
mistral-ai-mistral-large-2411,Mistral Large 24.11,,mistral-ai,2024-11-01,128000.0,chat,modelsdev,,,mistral-ai/mistral-large-2411,high,,,
mistral-ai-mistral-medium-2505,Mistral Medium 3 (25.05),,mistral-ai,2025-05-01,128000.0,chat,modelsdev,,,mistral-ai/mistral-medium-2505,high,,,
mistral-ai-mistral-nemo,Mistral Nemo,,mistral-ai,2024-07-18,128000.0,chat,modelsdev,,,mistral-ai/mistral-nemo,high,,,
mistral-ai-mistral-small-2503,Mistral Small 3.1,,mistral-ai,2025-03-01,128000.0,chat,modelsdev,,,mistral-ai/mistral-small-2503,high,,,
mistral-codestral,Codestral (latest),,mistral,2024-05-29,256000.0,chat,modelsdev,,,mistral/codestral,high,multiple versioned variants exist for this family,,
mistral-codestral-2405,mistral-codestral-2405,,mistral,,8191.0,chat,litellm,mistral/codestral-2405,,,high,,,
mistral-codestral-2508,mistral-codestral-2508,,mistral,,256000.0,chat,litellm,mistral/codestral-2508,,,high,,,
mistral-codestral-embed,Codestral Embed,,mistral,2025-05-28,8192.0,embedding,"litellm,modelsdev",mistral/codestral-embed,,mistral/codestral-embed,high,,,
mistral-codestral-embed-2505,mistral-codestral-embed-2505,,mistral,,8192.0,embedding,litellm,mistral/codestral-embed-2505,,,high,,,
mistral-codestral-latest,mistral-codestral-latest,,mistral,,8191.0,chat,litellm,mistral/codestral-latest,,,medium,includes a 'latest' alias; mapping may change over time,,
mistral-codestral-mamba-latest,mistral-codestral-mamba-latest,,mistral,,256000.0,chat,litellm,mistral/codestral-mamba-latest,,,medium,includes a 'latest' alias; mapping may change over time,,
mistral-devstral-2,Devstral 2,,mistral,2025-12-09,256000.0,chat,modelsdev,,,mistral/devstral-2,high,,,
mistral-devstral-2-123b,Devstral 2 123B,,,2026-02-17,8192.0,chat,"litellm,modelsdev",mistral.devstral-2-123b,,mistral.devstral-2-123b,high,,,
mistral-devstral-2512,mistral-devstral-2512,,mistral,,256000.0,chat,litellm,mistral/devstral-2512,,,high,,,
mistral-devstral-latest,mistral-devstral-latest,,mistral,,256000.0,chat,litellm,mistral/devstral-latest,,,medium,includes a 'latest' alias; mapping may change over time,,
mistral-devstral-medium-2507,mistral-devstral-medium-2507,,mistral,,128000.0,chat,litellm,mistral/devstral-medium-2507,,,high,,,
mistral-devstral-medium-latest,mistral-devstral-medium-latest,,mistral,,256000.0,chat,litellm,mistral/devstral-medium-latest,,,medium,includes a 'latest' alias; mapping may change over time,,
mistral-devstral-small,Devstral Small 1.1,,mistral,2025-05-07,128000.0,chat,modelsdev,,,mistral/devstral-small,high,multiple versioned variants exist for this family,,
mistral-devstral-small-2,Devstral Small 2,,mistral,2025-05-07,256000.0,chat,modelsdev,,,mistral/devstral-small-2,high,,,
mistral-devstral-small-2505,mistral-devstral-small-2505,,mistral,,128000.0,chat,litellm,mistral/devstral-small-2505,,,high,,,
mistral-devstral-small-2507,mistral-devstral-small-2507,,mistral,,128000.0,chat,litellm,mistral/devstral-small-2507,,,high,,,
mistral-devstral-small-latest,mistral-devstral-small-latest,,mistral,,256000.0,chat,litellm,mistral/devstral-small-latest,,,medium,includes a 'latest' alias; mapping may change over time,,
mistral-embed,Mistral Embed,,,2023-12-11,8000.0,chat,modelsdev,,,mistral-embed,high,,,
mistral-labs-devstral-small-2512,mistral-labs-devstral-small-2512,,mistral,,256000.0,chat,litellm,mistral/labs-devstral-small-2512,,,high,,,
mistral-large,Mistral Large,,mistralai,2024-07-24,128000.0,chat,"openrouter,modelsdev",,mistralai/mistral-large,mistralai/mistral-large,high,multiple versioned variants exist for this family,,
mistral-large-2-instruct,Mistral Large 2 Instruct,,mistralai,2024-07-24,128000.0,chat,modelsdev,,,mistralai/mistral-large-2-instruct,high,,,
mistral-large-2402,mistral-large-2402,,azure,,32000.0,chat,litellm,azure/mistral-large-2402,,,high,,,
mistral-large-2407,Mistral Large 2407,,mistralai,2024-11-19,131072.0,chat,"openrouter,modelsdev",,mistralai/mistral-large-2407,mistralai/mistral-large-2407,high,,,
mistral-large-2411,Mistral Large 2411,,mistralai,2024-11-01,131072.0,chat,"openrouter,modelsdev",,mistralai/mistral-large-2411,mistral-large-2411,high,,,
mistral-large-2512,Mistral: Mistral Large 3 2512,,mistralai,2024-11-01,262144.0,chat,"openrouter,modelsdev",,mistralai/mistral-large-2512,mistral-large-2512,high,,,
mistral-large-3,mistral-large-3:675b,,,2025-12-02,262144.0,chat,modelsdev,,,mistral-large-3:675b,high,,,
mistral-large-3-675b-instruct-2512,Mistral Large 3 675B Instruct 2512,,mistralai,2025-12-02,262144.0,chat,modelsdev,,,mistralai/mistral-large-3-675b-instruct-2512,high,,,
mistral-large-instruct-2411,Mistral Large Instruct 2411,,mistralai,2024-11-01,128000.0,chat,modelsdev,,,mistralai/Mistral-Large-Instruct-2411,high,,,
mistral-large-latest,Mistral Large (latest),,azure,2024-11-01,32000.0,chat,"litellm,modelsdev",azure/mistral-large-latest,,mistral-large-latest,medium,includes a 'latest' alias; mapping may change over time,,
mistral-magistral-medium,Magistral Medium (latest),,mistral,2025-03-17,128000.0,chat,modelsdev,,,mistral/magistral-medium,high,multiple versioned variants exist for this family,,
mistral-magistral-medium-1-2-2509,mistral-magistral-medium-1-2-2509,,mistral,,40000.0,chat,litellm,mistral/magistral-medium-1-2-2509,,,high,,,
mistral-magistral-medium-2506,mistral-magistral-medium-2506,,mistral,,40000.0,chat,litellm,mistral/magistral-medium-2506,,,high,,,
mistral-magistral-medium-2509,mistral-magistral-medium-2509,,mistral,,40000.0,chat,litellm,mistral/magistral-medium-2509,,,high,,,
mistral-magistral-medium-latest,mistral-magistral-medium-latest,,mistral,,40000.0,chat,litellm,mistral/magistral-medium-latest,,,medium,includes a 'latest' alias; mapping may change over time,,
mistral-magistral-small,Magistral Small,,mistral,2025-03-17,128000.0,chat,modelsdev,,,mistral/magistral-small,high,multiple versioned variants exist for this family,,
mistral-magistral-small-1-2-2509,mistral-magistral-small-1-2-2509,,mistral,,40000.0,chat,litellm,mistral/magistral-small-1-2-2509,,,high,,,
mistral-magistral-small-2506,mistral-magistral-small-2506,,mistral,,40000.0,chat,litellm,mistral/magistral-small-2506,,,high,,,
mistral-magistral-small-2509,Magistral Small 1.2,,,2025-12-02,8192.0,chat,"litellm,modelsdev",mistral.magistral-small-2509,,mistral.magistral-small-2509,high,,,
mistral-magistral-small-latest,mistral-magistral-small-latest,,mistral,,40000.0,chat,litellm,mistral/magistral-small-latest,,,medium,includes a 'latest' alias; mapping may change over time,,
mistral-medium-2505,Mistral Medium 3,,,2025-05-07,128000.0,chat,modelsdev,,,mistral-medium-2505,high,,,
mistral-medium-2508,Mistral Medium 3.1,,,2025-08-12,262144.0,chat,modelsdev,,,mistral-medium-2508,high,,,
mistral-medium-3,Mistral: Mistral Medium 3,,mistralai,2025-05-07,131072.0,chat,"openrouter,modelsdev",,mistralai/mistral-medium-3,mistralai/mistral-medium-3,high,,,
mistral-medium-3-1,Mistral: Mistral Medium 3.1,,mistralai,2025-08-12,131072.0,chat,"openrouter,modelsdev",,mistralai/mistral-medium-3.1,mistralai/mistral-medium-3.1,high,,,
mistral-medium-latest,Mistral Medium (latest),,,2025-05-07,128000.0,chat,modelsdev,,,mistral-medium-latest,medium,includes a 'latest' alias; mapping may change over time,,
mistral-ministral-14b,Ministral 14B,,mistral,2025-12-01,256000.0,chat,modelsdev,,,mistral/ministral-14b,high,,,
mistral-ministral-3-14b-2512,mistral-ministral-3-14b-2512,,mistral,,262144.0,chat,litellm,mistral/ministral-3-14b-2512,,,high,,,
mistral-ministral-3-14b-instruct,Ministral 14B 3.0,,,2024-12-01,8192.0,chat,"litellm,modelsdev",mistral.ministral-3-14b-instruct,,mistral.ministral-3-14b-instruct,high,,,
mistral-ministral-3-3b-2512,mistral-ministral-3-3b-2512,,mistral,,131072.0,chat,litellm,mistral/ministral-3-3b-2512,,,high,,,
mistral-ministral-3-3b-instruct,Ministral 3 3B,,,2025-12-02,8192.0,chat,"litellm,modelsdev",mistral.ministral-3-3b-instruct,,mistral.ministral-3-3b-instruct,high,,,
mistral-ministral-3-8b-2512,mistral-ministral-3-8b-2512,,mistral,,262144.0,chat,litellm,mistral/ministral-3-8b-2512,,,high,,,
mistral-ministral-3-8b-instruct,Ministral 3 8B,,,2024-12-01,8192.0,chat,"litellm,modelsdev",mistral.ministral-3-8b-instruct,,mistral.ministral-3-8b-instruct,high,,,
mistral-ministral-3b,Ministral 3B (latest),,mistral,2024-10-01,128000.0,chat,modelsdev,,,mistral/ministral-3b,high,,,
mistral-ministral-8b,Ministral 8B (latest),,mistral,2024-10-01,128000.0,chat,modelsdev,,,mistral/ministral-8b,high,,,
mistral-mistral-7b-instruct-v0,mistral-mistral-7b-instruct-v0,,,,8191.0,chat,litellm,mistral.mistral-7b-instruct-v0:2,,,high,,,
mistral-mistral-embed,Mistral Embed,,mistral,2023-12-11,8192.0,embedding,"litellm,modelsdev",mistral/mistral-embed,,mistral/mistral-embed,high,,,
mistral-mistral-large-2402,mistral-mistral-large-2402,,mistral,,8191.0,chat,litellm,mistral/mistral-large-2402,,,high,,,
mistral-mistral-large-2402-v1,mistral-mistral-large-2402-v1,,,,8191.0,chat,litellm,mistral.mistral-large-2402-v1:0,,,high,,,
mistral-mistral-large-2407,mistral-mistral-large-2407,,mistral,,128000.0,chat,litellm,mistral/mistral-large-2407,,,high,,,
mistral-mistral-large-2407-v1,mistral-mistral-large-2407-v1,,,,8191.0,chat,litellm,mistral.mistral-large-2407-v1:0,,,high,,,
mistral-mistral-large-2411,mistral-mistral-large-2411,,mistral,,128000.0,chat,litellm,mistral/mistral-large-2411,,,high,,,
mistral-mistral-large-2512,mistral-mistral-large-2512,,mistral,,262144.0,chat,litellm,mistral/mistral-large-2512,,,high,,,
mistral-mistral-large-3,Mistral Large 3,,mistral,2025-12-02,262144.0,chat,"litellm,modelsdev",mistral/mistral-large-3,,mistral/mistral-large-3,high,,,
mistral-mistral-large-3-675b-instruct,Mistral Large 3,,,2025-12-02,8192.0,chat,"litellm,modelsdev",mistral.mistral-large-3-675b-instruct,,mistral.mistral-large-3-675b-instruct,high,,,
mistral-mistral-large-latest,mistral-mistral-large-latest,,mistral,,262144.0,chat,litellm,mistral/mistral-large-latest,,,medium,includes a 'latest' alias; mapping may change over time,,
mistral-mistral-medium,Mistral Medium 3.1,,mistral,2025-05-07,8191.0,chat,"litellm,modelsdev",mistral/mistral-medium,,mistral/mistral-medium,high,multiple versioned variants exist for this family,,
mistral-mistral-medium-2312,mistral-mistral-medium-2312,,mistral,,8191.0,chat,litellm,mistral/mistral-medium-2312,,,high,,,
mistral-mistral-medium-2505,mistral-mistral-medium-2505,,mistral,,8191.0,chat,litellm,mistral/mistral-medium-2505,,,high,,,
mistral-mistral-medium-3-1-2508,mistral-mistral-medium-3-1-2508,,mistral,,131072.0,chat,litellm,mistral/mistral-medium-3-1-2508,,,high,,,
